"Hmm. So much for being a hero, Hacker.",QUITMSG8,,,,"Hmm. To by bylo pro hrdinství, Hackeře.","Hmm. So viel zum Thema ""Held"", Hacker.",,,"Hmm. Poco tienes de héroe, hacker.",,,"Eh bien, on est pas vraiment un héros, hacker.",,"Hmm. Così tanto per essere un eroe, Hacker.",영웅이 될 그릇은 아닌 거 같군. 안 그래? 해커 형씨.,,"Hmm. Não é tão herói assim, pelo visto.",,,"Хмм. Вот такой ты герой, Хакер.",
What? You'd rather go back to the pen?,QUITMSG9,,,,Co? Radši by ses vrátil do basy?,Was? Du willst in den Knast zurück?,,,¿Qué? ¿Prefieres volver al corral?,,,Quoi? Tu préfère retourner dans ta cellule?,,Cosa? Vuoi tornare in prigione?,펜이나 끄적거리는 인생으로 돌아가겠다. 이건가?,,O quê? Você prefere voltar pro xilindró?,,,Что? Ты хочешь вернуться в свой аул?,
Shoulda taken the blue pill.,QUITMSG10,,,,Měl sis vzít modrou pilulku.,Du hättest die blaue Pille nehmen sollen...,,,Deberías haber tomado la pastilla azul.,,,T'aurais du prendre la pilule bleue.,,Avresti dovuto prendere la pillola blu ...,넌 파란 알약을 골랐어야 했어.,,Devia ter tomado a pílula azul.,,,Лучше бы ты взял синюю таблетку.,
The name of the game ain't Twitch n' Run!,QUITMSG11,,,,V názvu hry není napsané „uteč“!,"Das Spiel heißt nicht ""wegrennen""!",,,¡El nombre del juego no es Tirar a Correr!,,,"Le jeu s'appelle pas ""Panique et cours!""",,"Il gioco non significa ""scappare""!","이봐, 이 게임은 때리고 도망가는 게임이 아니라고!",,O nome do jogo não é Trema nas Bases e Fuja!,,,"Название этой игры не ""Давай, сваливай""!",
"No worries. Saving the world can wait, right?",QUITMSG12,,,,"Žádný problém. Záchrana světa může počkat, ne?","Also, die Welt zu retten kann warten, richtig?",,,"No te preocupes. Salvar el mundo puede esperar, ¿verdad?",,,"Oh, pas de problème. Le monde peut attendre\nd'être sauvé, non?",,"Salvare il mondo può\naspettare, giusto?",걱정 말라고. 세상이 위험한데 급할 것 있나. 안 그래?,,"Sem problemas. O mundo pode esperar, não é mesmo?",,,"Не беспокойся. Спасение мира же может подождать, не так ли?",
Guess it's time to make like the 'net and split!,QUITMSG13,,,,"Hádám, že je čas vypojit server!","Also ist es soweit, dass sich unsere Wege trennen.",,,¡Supongo que es hora de cortar con esta mala conexión!,,,Ca doit être temps de partir comme une mauvaise connection!,,Quindi è il momento per i\nnostri modi di separarsi.,벌써 서버를 다운시키는 '척' 할 시간인가?,,"Acho que tá na hora de cair, que nem uma conexão ruim.",,,"Похоже, пора уходить.",
"Don't go off and forget about HacX, now!",QUITMSG14,,,,Ať tě nenapadne odejít a zapomenout na HacX!,Bitte vergesse HacX nicht!,,,¡Ahora no vayas y te olvides de Hacx!,,,Va pas oublier HacX maintenant!,,"Non andartene e dimenticati di HacX, ora!",부디 나가지 말고 HacX를 잊지 말아줘!,,"Não vai se esquecer do HacX, hein!",,,Не забывай о HacX!,
%o deleted %hself from the universe.,OB_SUICIDE,,,,%o se smazal@[ao_cs] z vesmíru.,%o entfernte sich aus dem Universum.,,,%o se borró a si mism@[ao_esp] del universo.,,,%o s'est effacé@[e_fr] de l'univers.,,%o si è cancellato dall'universo.,%o 은(는) 자기 자신의 존재를 소멸시켰다.,,%o se deletou deste universo.,,,Из вселенной удалили %o.,
%o formed a crater the size of Kansas.,OB_FALLING,,,,%o utvořil@[ao_cs] kráter velikosti Kansasu.,%o wurde zu einem Krater in der Größe von Kansas.,,,%o formó un cráter del tamaño de Kansas.,,,%o a formé un cratère de la taille du Kansas.,,%o ha formato un cratere delle dimensioni del Kansas.,%o 은(는) 땅바닥에 캔자스만큼 커다란 구멍을 뚫었다.,,%o abriu uma cratera do tamanho de Minas Gerais.,,,Из-за %o сформировался кратер размером с Канзас.,
%o became a human pancake.,OB_CRUSH,,,,%o se změnil@[ao_cs] v lidskou palačinku.,%o wurde zu einem menschlichen Pfannkuchen.,,,%o se convirtió en un crepe humano.,,,%o est devenu@[e_fr] une crêpe.,,%o è diventato un pancake umano.,%o 은(는) 인간 빈대떡이 되었다.,,%o virou uma panqueca humana.,,,У нас есть блинчик со вкусом %o.,
%o tried to jack out.,OB_EXIT,,,,%o se pokusil@[ao_cs] prchnout.,%o hat sich ausgeloggt.,,,%o intentó desconectarse.,,,%o a tenté de se déconnecter.,,%o è uscito.,%o 은(는) 로그아웃하려고 시도했다.,,%o tentou se desconectar.,,,%o совершает попытку неудачного побега.,
%o swam like a brick.,OB_WATER,,,,%o uměl@[ao_cs] plavat jako cihla.,%o schwamm wie ein Stein.,,,%o nadó como un ladrillo.,,,%o nage comme une brique.,,%o nuotava come una pietra.,%o 은(는) 웹서핑을 못 하는 타입이었다.,,%o foi nadar como um tijolo.,,,%o плавает как кирпич.,
%o went nuclear.,OB_SLIME,,,,%o se rozpadl@[ao_cs] na atom.,%o wurde verstrahlt.,,,%o se volvió radioactiv@[ao_esp].,,,%o s'est fait fissionner.,,%o è stato irradiato.,%o 은(는) 방사능 바람을 좀 쐬고 왔다.,,%o ficou radioativ@[ao_ptb].,,,%o теперь состоит из радиоактивных материалов.,
%o took a hot bath.,OB_LAVA,,,,%o si dal@[ao_cs] horkou koupel.,%o nahm ein heißes Bad.,,,%o tomó un baño caliente.,,,% o ha fatto un bagno caldo.,,%o ha fatto un bagno caldo.,%o 은(는) 시원하게 용암 일광욕을 즐겼다.,,%o tomou um banho bem quente.,,,%o расплавили как металл.,
%o overdosed on nitro glycerine.,OB_BARREL,,,,%o se předávkoval@[ao_cs] nitroglycerinem.,%o nahm eine Überdosis Nitroglyzerin.,,,%o tuvo una sobredosis de nitroglicerina.,,,%o a fait une overdose de nitroglycérine.,,%o ha assunto un sovradosaggio di nitroglicerina.,%o 은(는) 니트로글리세린을 훅 가게 흡입했다.,,%o overdosou em nitroglicerina.,,,У %o передозировка нитроглицерином.,
%o is flayed into tiny little pieces.,OB_SPLASH,,,,%o byl@[ao_cs] sedřen@[ao_cs] na kousíčky.,%o wurde zerkleinert.,,,%o es despellejad@[ao_esp] en trocitos pequeños.,,,%o s'est fait éparpiller en petits morceaux.,,%o è stato schiacciato.,%o 은(는) 작은 입자로 분해되었다.,,%o foi detonad@[ao_ptb] em vários pedacinhos.,,,Кусочки от %o валяются везде.,
%o wanted to see what %g looked like inside-out.,OB_R_SPLASH,,,,"%o chtěl@[ao_cs] vědět, jak vypadá zevnitř.",%o wollte @[pp_de] Innereien sehen.,,,%o quería ver que pinta tenía por dentro.,,,%o voulait voir comment ses organes fonctionnent.,,%o voleva vedere le sue interiora.,%o 은(는) 인체의 신비를 감상했다.,,%o queria ver como são os orgãos internos de %g.,,,Игрок %o решил посмотреть как %g выглядит изнутри.,
%o wanted to see what %g looked like inside-out.,OB_ROCKET,,,,"%o chtěl@[ao_cs] vědět, jak vypadá zevnitř.",%o wollte @[pp_de] Innereien sehen.,,,%o quería ver que pinta tenía por dentro.,,,%o voulait voir comment ses organes fonctionnent.,,%o voleva vedere le sue interiora.,%o 은(는) 퀀텀 여행을 즐겼다.,,%o queria ver como são os orgãos internos de %g.,,,Игрок %o решил посмотреть как %g выглядит изнутри.,
%o deleted %hself from the universe.,OB_KILLEDSELF,,,,%o se smazal@[ao_cs] z vesmíru.,%o entfernte sich aus dem Universum.,,,%o se borró a si mism@[ao_esp] del universo.,,,%o s'est effacé@[e_fr] de l'univers.,,%o si è cancellato dall'universo.,%o 은(는) 자기 자신을 해킹했다.,,%o se deletou deste universo.,,,Из вселенной удалили %o.,
%o is no longer the dominant species.,OB_THUG,,,,%o už není vládnoucím živočichem.,%o ist nicht länger die dominante Spezies.,,,%o ya no es la especie dominante.,,,%o n'est plus l'espèce dominante.,,%o non è più la specie dominante.,%o 은(는) 그들의 시다바리가 아니였다.,,%o não é mais a espécie dominante.,,,%o больше не доминантная форма жизни.,
%o plugged in to the wrong machine.,OB_ANDROID,,,,%o se zapojil@[ao_cs] ke špatnému stroji.,%o verband sich mit der falschen Maschine.,,,%o se enchufó en la máquina equivocada.,,,%o s'est branché@[e_fr] à la mauvaise machine.,,%o connesso alla macchina sbagliata.,%o 은(는) 잘못된 기계를 작동시켰다.,,%o se conectou na máquina errada.,,,%o подключили не к тому заряднику.,
%o got %hself a monster of a cyber-jockey-derriere-kicking.,OB_MONSTRUCT,,,,%o dostal@[ao_cs] šíleně kybernakopáno.,%o bekam einen monströsen Cyber-Arschtritt verpasst.,,,%o se ganó la madre de todas las patadas en el culo.,,,%o s'est fait@[e_fr] botter le cul de manière monumentale.,,% o ho avuto un mostruoso calcio cibernetico mancato.,%o 은(는) 저 괴물의 슈퍼-울트라-캡쑝-파워를 맛봤다.,,%o se ferrou cibernéticamente.,,,Игрока %o разорвало монстроение.,
%o got ICEd.,OB_ICE,,,,%o byl@[ao_cs] zmražen@[ao_cs] ICEm.,%o wurde verEISt.,,,%o fue ICEad@[ao_esp].,,,%o s'est fait@[e_fr] ICEr.,,% o è stato ghiacciato.,%o 은(는) 지독하게 물어뜯겼다.,,"%o foi peg@[ao_ptb] por um ICE. AI, SE ferrou!",,,Игрока %o поразил ЛЁД.,
%o feels a little buzzed.,OB_BUZZER,,,,%o dostal@[ao_cs] malou pecku.,%o fühlt sich etwas gekitzelt.,,,%o se siente algo zumbad@[ao_esp].,,,%o sent le buzz.,,%o si sente solleticato un po '.,%o 은(는) 짜릿하게 찔렸다.,,%o se sente meio chocad@[ao_ptb].,,,Вокруг %o пролетел робот.,
%o uncovers a rather shocking development.,OB_STEALTH,,,,%o odhalil@[ao_cs] šokující informace.,%o machte eine schockierende Entdeckung.,,,%o descubre algo bastante chocante.,,,%o a fait une découverte choquante.,,%o ha fatto una scoperta scioccante.,%o 은(는) 비밀리에 만들어진 병기를 발견했다.,,%o descobre uma revelação chocante.,,,,
%o was erased from cyberspace.,OB_DMAN,,,,%o byl@[ao_cs] vymazán@[ao_cs] z kyberprostoru.,%o wurde aus dem Cyberspace gelöscht.,,,%o fue borrad@[ao_esp] del ciberespacio.,,,%o s'est fait@[e_fr] effacer du cyberespace.,,%o è stato eliminato dal cyberspazio.,%o 은(는) 영구차단을 당했다.,,%o foi deletad@[ao_ptb] do ciberespaço.,,,%o удалили из киберпространства.,
%o gave %hself a glass jaw.,OB_GLASS,,,,%o si přidělal@[ao_cs] skleněnou čelist.,%o bekam ein Glaskinn.,,,%o se estampó contra un cristal.,,,%o s'est fait@[e_fr] vitrifier la figure.,,%o ha un mento di vetro.,%o 은(는) 유리창을 깨고 등장하는 액션 배우가 아니였다.,,%o tem um queixo de vidro.,,,Игрок %o дерется со стеклом.,
%o's life membership was terminated.,OB_MANIAC,,,,%o@[psn_cs] členství v klubu živých bylo přerušeno.,%os Mitgliedschaft im Leben wurde beendet.,,,%o tuvo su afiliación a la vida terminada.,,,L'abonnement à vie de %o est arrivé à sa fin.,,L'appartenenza di %o alla vita è finita.,%o 의 계정은 영원히 삭제되었다.,,%o não está mais afiliad@[ao_ptb] à vida.,,,,
%o died in some random method I cannot fathom.,OB_MANIACHIT,,,,"%o umřel@[ao_cs] nějakým způsobem, který ani nemůžu pochopit.",%o starb auf eine unvorstellbare Art und Weise.,,,%o murió de alguna manera que no llego a comprender.,,,%o est mort@[e_fr] d'une manière que je n'arrive même pas à décrire.,,%o è morto in un modo inimmaginabile.,%o 은(는) 의미불명의 이유로 잠수를 타게 되었다.,,%o morreu de algum método aleatório que nem consigo imaginar.,,,,
%o was fried by a femme fatale freak.,OB_TERMIN,,,,%o byl@[ao_cs] usmažen@[ao_cs] šílenou femme fatale.,%o wurde von einem Femme-Fatale Freak gebraten.,,,%o fue tostad@[ao_esp] por una femme fatale.,,,%o s'est fait@[e_fr] frire par une femme fatale.,,% o è stato fritto da una femme fatale.,%o 은(는) 미인계에 발을 들였다.,,%o foi fritad@[ao_ptb] por uma femme fatale psicótica.,,,,
%o got a little close to the opposite sex.,OB_TERMINHIT,"This text is not gender neutral, obviously...",,,%o se moc přiblížil@[ao_cs] k opačnému pohlaví.,%o kam dem anderen Geschlecht zu nahe.,,,%o se acercó demasiado a la persona equivocada.,,,%o s'est trop rapproché@[e_fr] de la mauvaise personne.,,%o è arrivato troppo vicino all'altro sesso.,%o 의 남자다운 자존심은 쪼그라들었다.,,%o se aproximou da pessoa errada. Ninguém sabe o quanto que está sofrendo.,,,,
%o said goodbye to an old friend.,OB_REPLI,,,,%o řekl@[ao_cs] sbohem starému příteli.,%o verabschiedete sich von einem alten Freund.,,,%o se despidió de un viejo amigo.,,,%o dit au revoir à un vieil ami.,,%o ha detto addio a un vecchio amico.,%o 은(는) 오랜 친구와 작별인사를 했다.,,%o disse adeus a um velho amigo.,,,,
%o was stabbed in the back by an old friend.,OB_REPLIHIT,,,,%o byl@[ao_cs] bodnuta do zad starým přítelem.,%o wurde von einem alten Freund in den Rücken gestochen.,,,%o fue apuñalad@[ao_esp] en la espalda por un viejo amigo.,,,%o s'est fait@[e_fr] planter une lame dans le dos par un vieil ami.,,%o è stato pugnalato alla schiena da un vecchio amico.,%o 은(는) 오랜 친구에게 배신을 당했다.,,%o foi apunhalad@[ao_ptb] pelas costas por um velho amigo.,,,,
%o was weeded out by natural selection.,OB_PHAGE,,,,%o byl@[ao_cs] vyčištěna přirozeným výběrem.,%o fiel der natürlichen Auslese zum Opfer.,,,%o fue eliminad@[ao_esp] por selección natural.,,,%o a été éliminé@[e_fr] par la sélection naturelle.,,%o cadde vittima della selezione naturale.,%o 은(는) 약육강식을 지금까진 모르고 있었다.,,%o foi eliminado por seleção natural.,,,,
%o couldn't escape a thorny death.,OB_THORN,,,,%o nemohl@[ao_cs] utéct bodlavé smrti.,%o konnte einem dornigen Tod nicht entkommen.,,,%o no pudo escapar una muerte espinosa.,,,%o n'a pu éviter une mort piquante.,,%o non poteva sfuggire a una morte spinosa.,%o 은(는) 따가운 죽음을 피할 수 없었다.,,%o não conseguiu escapar de uma morte espinhosa.,,,,
%o took a sumo punch to the groin.,OB_SUMATIC,,,,%o dostal@[ao_cs] sumo ránu pod pás.,%o bekam einen Sumo-Schlag an @[pp_de] empfindlichste Stelle.,,,%o recibió un puñetazo de sumo en la entrepierna.,,,%o s'est pris le poing d'un sumo dans l'entrejambe.,,%o ha ricevuto un soffio su un punto sensibile.,%o 은(는) 가랑이 사이에 정권을 찔렀다.,,%o levou um golpe de sumô na virilha.,,,,
%o didn't get %p three wishes.,OB_GENIE,,,,%o nedostal@[ao_cs] svá tři přání.,%o bekam @[pp_de] drei Wünsche nicht erfüllt.,,,%o no recibió sus tres deseos.,,,%o n'a pas préparé ses trois vœux.,,%o non ha soddisfatto i suoi tre desideri.,%o 은(는) 세 가지 소원을 빌 수 없었다.,,%o não concedeu três desejos a %p.,,,,
%o tried to pet a mine.,OB_MINE,,,,%o se pokusil@[ao_cs] pohladit minu.,"%o versuchte, eine Mine zu streicheln.",,,%o intentó acariciar una mina.,,,%o a essayé de caresser une mine.,,%o ha provato ad accarezzare una mina.,%o 은(는) 기뢰와 친구가 되고 싶었다.,,%o tentou fazer carinho na mina.,,,,
%o took %k's Bruce Lee fu-kick to the face.,OB_MPKICK,,,,%o dostal@[ao_cs] kopanec do obličeje od kung-fuistou %k.,%o bekam einen Bruce-Lee-Fußtritt ins Gesicht.,,,%o se comió una patada de kung-fu a lo Bruce Lee de %k.,,,%o s'est mangé@[e_fr] un coup de pied à la Bruce Lee de la part de %k.,,%o ha un calcio in faccia.,%o 은(는) %k 의 거침없는 하이킥을 받았다.,,%o tomou uma voadora de %k na cara.,,,,
%o fell apart via %k's shocking revelation.,OB_MPREZNATOR,,,,%o se rozpadl@[ao_cs] šokujícím odhalením hráče %k.,%o erhielt eine schockierende Enthüllung von %k.,,,%o cayó ante la revelación chocante de %k.,,,%o a été témoin de la révélation choquante de %k.,,%o ricevette una scioccante rivelazione da %k.,%o 은(는) %k 이(가) 선사한 전기 찜질을 맛봤다.,,%o ficou arrasad@[ao_ptb] pela revelação chocante de %p.,,,,
%o took a double-dose of %k's punishment.,OB_MPXPISTOL,,,,%o dostal@[ao_cs] dvojitou dávku potrestání hráče %k.,%o bekam eine doppelte Dosis von %ks Bestrafung.,,,%o recibió una doble dosis del castigo de %k.,,,%o a mangé une double dose de la furie de %k.,,%o ha ottenuto una doppia dose della punizione di %k.,%o 은(는) %k 의 2총신 사격을 받았다.,,%o tomou uma dose dupla da punição de %k.,,,,
%o was shut down by %k's shock-stick.,OB_MPTAZER,,,,%o byl@[ao_cs] vypnut@[ao_cs] šokádou hráče %k.,%o wurde von %ks Schockstab ausgeschaltet.,,,%o fue noquead@[ao_esp] por la vara eléctrica de %k.,,,%o s'est fait mettre K.O par le bâton électrique de %k.,,%o è stato spento dalla bacchetta di %k.,%o 은(는) %k 의 무력행사에 아예 포기했다.,,%o foi desligado pelo espeto chocante de %k.,,,,
%o got a face-full of %k's ice-cold wrath.,OB_MPCRYOGUN,,,,%o se zabořil@[ao_cs] do mrazivého hněvu hráče %k.,%o bekam eine Ladung von %ks eiskaltem Zorn ins Gesicht.,,,%o recibió la ira gélida de %k en toda la cara.,,,%o s'est fait congeler la figure par la colère glaciale de %k.,,%o ha un carico di freddo gelido di %k in faccia.,%o 은(는) %k 덕분에 맛있게 냉동 보존되었다.,,%o foi congelad@[ao_ptb] pelo tratamento frígido de %k. ,,,,
"%o was drilled full of holes by %k, gangsta-style.",OB_MPUZI,,,,%o byl@[ao_cs] prostřílen@[ao_cs] skrz na skrz gangsterem %k.,%o wurde von %k im Gangsta-Stil perforiert.,,,"%o fue acribillad@[ao_esp] por %k, al estilo gangster.",,,"%o s'est fait perforer dans tous les sens par %k, Gangsta style.",,%o è stato perforato da %k in stile gangsta.,%o 은(는) %k 이(가) 선사한 갱스터 스타일 난사를 막지 못했다.,,"%o foi levou pipoco de %k, gangsta style.",,,,
%o ate %k's photon bomb.,OB_MPZOOKA,,,,%o sežral@[ao_cs] fotonovou bombu hráče %k.,%o nahm %ks Photonenbombe.,,,%o se comió la bomba de fotones de %k.,,,%o a bouffé la bombe photonique de %k.,,%o ha preso la bomba fotonica di %k.,%o 은(는) %k 의 광자탄을 봤는데도 피하지 못했다.,,%o engoliu a bomba de fótons de %k.,,,,
%o was reduced to a neat pile of photons by %k.,OB_MPZ_SPLASH,,,,%o byl@[ao_cs] zredukován@[ao_cs] na hromádku fotonů hráčem %k.,%o wurde von %k zu einem Haufen Photonen verarbeitet.,,,%o fue reducid@[ao_esp] a una pila de fotones por %k.,,,%o s'est fait@[e_fr] réduire en une jolie pile de photons par %k.,,%o è stato elaborato da %k in un mucchio di fotoni.,%o 은(는) %k 의 광자력을 탐냈다. 죽기 전까지는.,,%o foi reduzido à uma bela pilha de fótons por %k.,,,,
%o was reduced to antimatter by %k.,OB_MPANTIGUN,"Physically this is utter nonsense, of course.",,,%o byl@[ao_cs] zredukován@[ao_cs] na antihmotu hráčem %k.,%o wurde von %k zu Antimaterie reduziert.,,,%o fue reducid@[ao_esp] a antimateria por %k.,,,%o s'est fait inverser les atomes par %k.,,%o è stato ridotto all'antimateria da %k,%o 은(는) %k 의 반물질의 힘에 의해 소멸되었다.,,%o foi transformado em antimatéria por %k.,,,,
%o swallowed %k's nuke.,OB_MPNUKE,,,,%o spolkl@[ao_cs] atomovku hráče %k.,%o verschluckte sich an %ks Atomrakete.,,,%o se tragó la bomba atómica de %k.,,,%o s'est pris@[e_fr] la bombe thermonucléaire de %k dans la figure.,,%o soffocò sul missile nucleare di %k.,%o 은(는) %k 덕분에 하늘을 뚫을 버섯구름이 되었다.,,%o engoliu o míssil núclear de %k.,,,,
%o went nuclear from %k's mass destruction spree.,OB_MPNUKESPLASH,,,,%o si zkrátil@[ao_cs] svůj poločas rozpadu při zabijačce hráče %k.,%o wurde von %ks Massenzerstörungsaktion verstrahlt.,,,%o se volvió radioactiv@[ao_esp] por la racha de destrucción masiva de %k.,,,%o s'est fait@[e_fr] irradier par la folie destructrice de %k.,,%o fu irradiato dall'azione di distruzione di massa di %k.,%o 은(는) %k 의 핵실험에 참여했다.,,%o virou picadinho radioativo por causa da destruição em massa causada por %k.,,,,
%o was turned inside-out by %k.,OB_MPTELEFRAG,,,,%o byl@[ao_cs] obrácen@[ao_cs] naruby hráčem %k.,%o wurde von %k zerfetzt.,,,%o fue puest@[ao_esp] del revés por %k.,,,%o s'est fait@[e_fr] inverser par %k.,,%o fu fatto a pezzi da %k,%o 은(는) %k 에 의해 자신이 분해되는 꼴을 못 봤다.,,%o foi virad@[ao_ptb] ao avesso por %k.,,,,
%o's atomic structure was split apart.,OB_MONTELEFRAG,,,,Struktura atomů hráče %o se rozpadla.,%os Atomstruktur wurde vernichtet.,,,%o fue desintegrad@[ao_esp] al nivel atómico.,,,%o s'est fait@[e_fr] désassembler au niveau atomique.,,La struttura atomica di %o fu distrutta.,%o 의 원자 마디마디가 흩어졌다.,,A estrutura atômica de %o foi separada.,,,,
%o spontaneously expired.,OB_DEFAULT,,,,%o samovolně vypršel@[ao_cs].,%o hörte spontan auf zu existieren.,,,%o tuvo una muerte espontánea.,,,%o a spontanément expiré.,,%o ha smesso spontaneamente di esistere.,%o 은(는) 파란만장하게 사라졌다.,,%o pereceu expontâneamente.,,,,
You grab a NUKER! Suck on this!,GOTNUKER,,,,Sebral@[ao_cs] jsi ATOMOVKÁTOR! Pojď na to!,Ein NUKER! Verschluck dich daran.,,,¡Has pillado un NUKER! ¡Chupaos esa!,¡Has recogido un NUKER! ¡Chúpate esa!,,Vous découvrez le NUKER! Ca va en chier!,,Prendi un NUKER! Succhia su questo!,누커 획득! 한바탕 쓸어볼까!,,Você pegou um NUKER! Chupa essa manga!,,,,
You got an UZI!!,GOTUZI,,,,Získal@[ao_cs] jsi UZI!,UZI genommen!,,,¡¡Has obtenido una UZI!!,,,Vous chopez un UZI!,,Hai un UZI !!,우지 기관단총 획득!,,Você pegou uma UZI!!,,,Ты получил УЗИ!,
A HOIG Reznator - FRY some butt,GOTREZNATOR,,,,HOIG Reznátor - pár jich upeč,Ein HOIG Reznator.,,,Un Reznator HOIG. ¡Hora de freir traseros!,,,"Un Reznator HOIG, allez frire du monde!",,Un Reignator HOIG - friggere un po 'di carne,HOIG 전자무력기 획득! 전기 통구이를 만들자고!,,Um Reznador HOIG - Hora de fritar,,,,
You got a Photon 'Zooka!,GOTPHOTONZOOKA,,,,Sebral@[ao_cs] jsi Fotonovou bazuku!,Photonen-'zooka genommen!,,,¡Has obtenido un Bazooka de Fotones!,,,Vous récupérez un Bazooka Photonique!,,Hai un cannone Photon!,광자 바주카 획득!,,Você pegou uma Bazuca de Fótons!,,,,
You carry a Big Stick!,GOTBIGSTICK,,,,Nosíš velkou bouchačku!,Du trägst einen langen Stock.,,,¡Llevas un Gran Palo!,,,Vous avez un gros bâton!,,Porti un grosso bastone!,반물질 봉 획득!,,Você pegou um Grande Bastão!,,,,
You got a Tazer!!,GOTTAZER,,,,Získal@[ao_cs] jsi tazer!,Tazer genommen!,,,¡¡Has obtenido un Taser!!,,,Vous trouvez un Taser!,,Hai un Taser !!,테이져 획득!,,Você pegou um Tazer!!,,,Ты получил Электрошокер!,
You grab a Cryogun! FREEZE!,GOTCRYOGUN,,,,Sebral@[ao_cs] jsi krypušku! ANI SE NEHNI!,Cryowaffe genommen! GEFRIER!,,,¡Has pillado un Criogenizador!! ¡Todos quietos!,¡Has recogido un Criogenizador!! ¡Quietos todos!,,Vous prenez un Cryogun! On s'arrête!,,Prendi un Cryogun! CONGELARE!,크라이로건 획득! 그대로 멈춰라!,,Você pegou uma Cryogun! FICA FRIO AÍ!,,,,
You grab some rounds!,GOTROUNDS,,,,Sebral@[ao_cs] jsi nějaké náboje!,Munition genommen.,,,¡Has pillado unas balas!,¡Has recogido unas balas!,,Vous prenez des balles!,,Prendi delle munizioni!,권총 탄약을 주웠다!,,Você pegou munição!,,,,
